iteration,mu_friction_coeff,chain_tension_N,power_W,chain_speed_ms,efficiency_11sp_pct,efficiency_12sp_pct,delta_efficiency_pct,loss_11sp_pct,loss_12sp_pct
7617,0.004173,883.59,219.65,0.2486,95.41,95.6812,0.2712,4.59,4.3188
7618,0.003136,723.39,231.07,0.3194,96.55,96.7539,0.2039,3.45,3.2461
7619,0.003992,688.07,195.02,0.2834,95.6087,95.8682,0.2595,4.3913,4.1318
7620,0.003671,989.41,256.84,0.2596,95.962,96.2006,0.2386,4.038,3.7994
7621,0.003261,782.44,241.99,0.3093,96.4127,96.6247,0.212,3.5873,3.3753
7622,0.00402,722.92,264.32,0.3656,95.5778,95.8391,0.2613,4.4222,4.1609
7623,0.003865,712.51,248.37,0.3486,95.7481,95.9994,0.2512,4.2519,4.0006
7624,0.003203,868.93,269.98,0.3107,96.4766,96.6848,0.2082,3.5234,3.3152
7625,0.003203,980.49,169.33,0.1727,96.4767,96.6849,0.2082,3.5233,3.3151
7626,0.002851,708.9,226.49,0.3195,96.8639,97.0492,0.1853,3.1361,2.9508
7627,0.003578,887.48,153.39,0.1728,96.0646,96.2971,0.2325,3.9354,3.7029
7628,0.003111,797.08,297.2,0.3729,96.5781,96.7803,0.2022,3.4219,3.2197
7629,0.003583,921.53,153.74,0.1668,96.0588,96.2917,0.2329,3.9412,3.7083
7630,0.004194,837.98,237.78,0.2837,95.3871,95.6597,0.2726,4.6129,4.3403
7631,0.002962,729.61,183.29,0.2512,96.7423,96.9348,0.1925,3.2577,3.0652
7632,0.003725,926.63,257.81,0.2782,95.9026,96.1447,0.2421,4.0974,3.8553
7633,0.003151,992.02,185.93,0.1874,96.5341,96.7389,0.2048,3.4659,3.2611
7634,0.003809,882.73,152.06,0.1723,95.8104,96.058,0.2476,4.1896,3.942
7635,0.00394,867.87,293.67,0.3384,95.6659,95.922,0.2561,4.3341,4.078
7636,0.004081,946.64,238.85,0.2523,95.511,95.7762,0.2653,4.489,4.2238
7637,0.003228,941.17,231.71,0.2462,96.4487,96.6585,0.2099,3.5513,3.3415
7638,0.00319,875.81,260.49,0.2974,96.4915,96.6988,0.2073,3.5085,3.3012
7639,0.003968,884.93,214.49,0.2424,95.6355,95.8934,0.2579,4.3645,4.1066
7640,0.003693,914.42,203.89,0.223,95.938,96.1781,0.24,4.062,3.8219
7641,0.003015,886.63,231.48,0.2611,96.684,96.88,0.1959,3.316,3.12
7642,0.002821,702.67,157.27,0.2238,96.8973,97.0806,0.1833,3.1027,2.9194
7643,0.003264,836.3,185.03,0.2212,96.4094,96.6216,0.2122,3.5906,3.3784
7644,0.003859,806.23,284.05,0.3523,95.7555,96.0063,0.2508,4.2445,3.9937
7645,0.002916,788.24,216.62,0.2748,96.7922,96.9817,0.1896,3.2078,3.0183
7646,0.002931,755.71,249.58,0.3303,96.7764,96.9669,0.1905,3.2236,3.0331
7647,0.002897,879.83,232.78,0.2646,96.8136,97.0019,0.1883,3.1864,2.9981
7648,0.002996,754.78,153.07,0.2028,96.7044,96.8991,0.1947,3.2956,3.1009
7649,0.003192,842.83,209.77,0.2489,96.4883,96.6958,0.2075,3.5117,3.3042
7650,0.003659,897.65,277.33,0.309,95.9748,96.2126,0.2379,4.0252,3.7874
7651,0.003214,782.44,266.08,0.3401,96.4645,96.6734,0.2089,3.5355,3.3266
7652,0.003498,989.2,198.47,0.2006,96.1517,96.3791,0.2274,3.8483,3.6209
7653,0.004027,683.11,192.3,0.2815,95.5703,95.832,0.2618,4.4297,4.168
7654,0.003058,932.94,285.14,0.3056,96.6364,96.8351,0.1988,3.3636,3.1649
7655,0.003044,782.5,150.72,0.1926,96.6519,96.8497,0.1978,3.3481,3.1503
7656,0.002845,707.21,256.42,0.3626,96.8709,97.0558,0.1849,3.1291,2.9442
7657,0.003231,924.85,201.3,0.2177,96.446,96.656,0.21,3.554,3.344
7658,0.004119,815.43,166.2,0.2038,95.4689,95.7366,0.2677,4.5311,4.2634
7659,0.003548,787.21,192.27,0.2442,96.0968,96.3274,0.2306,3.9032,3.6726
7660,0.004139,995.58,207.63,0.2085,95.4467,95.7158,0.2691,4.5533,4.2842
7661,0.003968,871.45,206.82,0.2373,95.6355,95.8934,0.2579,4.3645,4.1066
7662,0.003027,735.94,217.83,0.296,96.6703,96.867,0.1968,3.3297,3.133
7663,0.003135,939.38,183.24,0.1951,96.5517,96.7555,0.2038,3.4483,3.2445
7664,0.003002,950.24,251.35,0.2645,96.6976,96.8928,0.1951,3.3024,3.1072
7665,0.003208,741.64,183.34,0.2472,96.4717,96.6802,0.2085,3.5283,3.3198
7666,0.002916,897.61,288.24,0.3211,96.7928,96.9824,0.1895,3.2072,3.0176
7667,0.002995,811.54,156.91,0.1934,96.7055,96.9002,0.1947,3.2945,3.0998
7668,0.002828,961.57,240.77,0.2504,96.8888,97.0726,0.1838,3.1112,2.9274
7669,0.003349,987.64,253.52,0.2567,96.3158,96.5335,0.2177,3.6842,3.4665
7670,0.00364,830.49,164.88,0.1985,95.9959,96.2325,0.2366,4.0041,3.7675
7671,0.003214,733.37,170.83,0.2329,96.4649,96.6738,0.2089,3.5351,3.3262
7672,0.002983,782.69,211.09,0.2697,96.7182,96.9121,0.1939,3.2818,3.0879
7673,0.003558,941.49,285.78,0.3035,96.086,96.3173,0.2313,3.914,3.6827
7674,0.003303,761.85,176.41,0.2316,96.3669,96.5815,0.2147,3.6331,3.4185
7675,0.003369,885.4,221.23,0.2499,96.2946,96.5135,0.219,3.7054,3.4865
7676,0.004187,681.68,183.19,0.2687,95.3946,95.6667,0.2721,4.6054,4.3333
7677,0.002977,800.68,154.95,0.1935,96.7256,96.9191,0.1935,3.2744,3.0809
7678,0.003102,965.26,237.96,0.2465,96.5882,96.7898,0.2016,3.4118,3.2102
7679,0.0035,782.7,267.04,0.3412,96.1498,96.3773,0.2275,3.8502,3.6227
7680,0.00395,682.58,172.68,0.253,95.6552,95.9119,0.2567,4.3448,4.0881
7681,0.003385,908.28,157.31,0.1732,96.2763,96.4963,0.22,3.7237,3.5037
7682,0.003607,898.62,181.75,0.2023,96.0323,96.2667,0.2345,3.9677,3.7333
7683,0.003667,846.4,223.08,0.2636,95.9667,96.2051,0.2383,4.0333,3.7949
7684,0.003645,680.7,246.92,0.3627,95.9903,96.2272,0.2369,4.0097,3.7728
7685,0.003057,877.8,201.24,0.2293,96.6369,96.8357,0.1987,3.3631,3.1643
7686,0.002939,729.72,276.25,0.3786,96.7668,96.9579,0.191,3.2332,3.0421
7687,0.003327,924.1,192.12,0.2079,96.3401,96.5563,0.2163,3.6599,3.4437
7688,0.003489,854.8,205.27,0.2401,96.162,96.3888,0.2268,3.838,3.6112
7689,0.004158,785.1,259.06,0.33,95.4265,95.6967,0.2703,4.5735,4.3033
7690,0.003611,891.36,284.78,0.3195,96.0278,96.2625,0.2347,3.9722,3.7375
7691,0.003118,777.12,266.95,0.3435,96.5706,96.7732,0.2026,3.4294,3.2268
7692,0.003818,1012.32,170.51,0.1684,95.8005,96.0486,0.2482,4.1995,3.9514
7693,0.003128,1007.21,247.63,0.2459,96.5591,96.7625,0.2033,3.4409,3.2375
7694,0.003456,991.46,230.17,0.2322,96.1982,96.4228,0.2247,3.8018,3.5772
7695,0.002906,792.71,193.44,0.244,96.8038,96.9926,0.1889,3.1962,3.0074
7696,0.003827,964.87,216.59,0.2245,95.7898,96.0386,0.2488,4.2102,3.9614
7697,0.003895,720.21,194.36,0.2699,95.7151,95.9683,0.2532,4.2849,4.0317
7698,0.00386,746.58,242.14,0.3243,95.7543,96.0052,0.2509,4.2457,3.9948
7699,0.004077,992.8,250.51,0.2523,95.5148,95.7799,0.265,4.4852,4.2201
7700,0.004164,825.49,213.11,0.2582,95.42,95.6906,0.2706,4.58,4.3094
7701,0.003399,699.86,176.52,0.2522,96.2609,96.4818,0.2209,3.7391,3.5182
7702,0.003459,984.75,212.71,0.216,96.1948,96.4196,0.2249,3.8052,3.5804
7703,0.002975,946.48,174.02,0.1839,96.7275,96.9208,0.1934,3.2725,3.0792
7704,0.002921,918.1,198.17,0.2159,96.7867,96.9766,0.1899,3.2133,3.0234
7705,0.003566,818.31,161.13,0.1969,96.0769,96.3088,0.2318,3.9231,3.6912
7706,0.00381,700.36,169.81,0.2425,95.8091,96.0567,0.2476,4.1909,3.9433
7707,0.002897,718.72,221.77,0.3086,96.8134,97.0017,0.1883,3.1866,2.9983
7708,0.003566,995.3,153.61,0.1543,96.0775,96.3093,0.2318,3.9225,3.6907
7709,0.003681,842.46,214.14,0.2542,95.951,96.1903,0.2393,4.049,3.8097
7710,0.003269,726.06,179.76,0.2476,96.4036,96.6162,0.2125,3.5964,3.3838
7711,0.003481,863.31,237.87,0.2755,96.1711,96.3974,0.2263,3.8289,3.6026
7712,0.0029,726.94,272.81,0.3753,96.8097,96.9982,0.1885,3.1903,3.0018
7713,0.003524,776.72,226.89,0.2921,96.1241,96.3531,0.229,3.8759,3.6469
7714,0.00338,989.95,162.57,0.1642,96.2823,96.502,0.2197,3.7177,3.498
7715,0.0032,731.76,196.74,0.2689,96.4795,96.6875,0.208,3.5205,3.3125
7716,0.00283,689.83,261.97,0.3798,96.8868,97.0707,0.184,3.1132,2.9293
7717,0.003435,794.46,286.25,0.3603,96.2215,96.4448,0.2233,3.7785,3.5552
7718,0.003598,862.88,286.18,0.3317,96.0425,96.2764,0.2339,3.9575,3.7236
7719,0.003008,762.72,254.59,0.3338,96.6913,96.8868,0.1955,3.3087,3.1132
7720,0.00309,768.28,201.69,0.2625,96.6009,96.8018,0.2009,3.3991,3.1982
7721,0.003722,850.75,207.01,0.2433,95.9056,96.1475,0.2419,4.0944,3.8525
7722,0.003658,723.12,221.81,0.3067,95.9766,96.2143,0.2377,4.0234,3.7857
7723,0.00415,922.63,165.49,0.1794,95.4348,95.7045,0.2698,4.5652,4.2955
7724,0.003723,748.58,252.45,0.3372,95.905,96.1469,0.242,4.095,3.8531
7725,0.003378,873.84,282.36,0.3231,96.2844,96.5039,0.2196,3.7156,3.4961
7726,0.003277,751.51,228.57,0.3041,96.3951,96.6081,0.213,3.6049,3.3919
7727,0.002858,713.44,191.22,0.268,96.8565,97.0422,0.1858,3.1435,2.9578
7728,0.004019,956.94,270.57,0.2827,95.579,95.8402,0.2612,4.421,4.1598
7729,0.003029,825.51,193.93,0.2349,96.668,96.8648,0.1969,3.332,3.1352
7730,0.003404,974.37,281.52,0.2889,96.2561,96.4774,0.2212,3.7439,3.5226
7731,0.00402,805.39,270.82,0.3363,95.5779,95.8392,0.2613,4.4221,4.1608
7732,0.003483,1017.76,197.39,0.1939,96.1687,96.3951,0.2264,3.8313,3.6049
7733,0.003284,1007.16,286.44,0.2844,96.388,96.6015,0.2134,3.612,3.3985
7734,0.003485,963.7,250.9,0.2603,96.1669,96.3934,0.2265,3.8331,3.6066
7735,0.00324,935.47,242.04,0.2587,96.4364,96.647,0.2106,3.5636,3.353
7736,0.004168,768.46,216.19,0.2813,95.4148,95.6857,0.2709,4.5852,4.3143
7737,0.003211,824.79,174.7,0.2118,96.468,96.6767,0.2087,3.532,3.3233
7738,0.00394,876.44,256.22,0.2923,95.6662,95.9223,0.2561,4.3338,4.0777
7739,0.003963,687.37,211.02,0.307,95.6411,95.8987,0.2576,4.3589,4.1013
7740,0.002993,681.98,211.99,0.3108,96.7073,96.9019,0.1946,3.2927,3.0981
7741,0.002981,872.94,199.05,0.228,96.7204,96.9142,0.1938,3.2796,3.0858
7742,0.003547,793.49,166.48,0.2098,96.0979,96.3285,0.2306,3.9021,3.6715
7743,0.003946,698.44,213.26,0.3053,95.6596,95.9161,0.2565,4.3404,4.0839
7744,0.002977,832.09,212.68,0.2556,96.7254,96.9189,0.1935,3.2746,3.0811
7745,0.003489,883.07,184.71,0.2092,96.162,96.3888,0.2268,3.838,3.6112
7746,0.003247,687.41,216.13,0.3144,96.4279,96.6389,0.2111,3.5721,3.3611
7747,0.003889,767.52,281.6,0.3669,95.7225,95.9752,0.2528,4.2775,4.0248
7748,0.004013,704.8,236.33,0.3353,95.5856,95.8465,0.2608,4.4144,4.1535
7749,0.003222,975.35,248.51,0.2548,96.4562,96.6656,0.2094,3.5438,3.3344
7750,0.004061,743.26,268.11,0.3607,95.5324,95.7964,0.264,4.4676,4.2036
7751,0.00321,847.77,232.52,0.2743,96.4692,96.6779,0.2086,3.5308,3.3221
7752,0.004,997.87,254.89,0.2554,95.6002,95.8602,0.26,4.3998,4.1398
7753,0.003822,682.13,286.61,0.4202,95.7959,96.0443,0.2484,4.2041,3.9557
7754,0.004161,925.83,219.55,0.2371,95.4224,95.6929,0.2705,4.5776,4.3071
7755,0.004028,807.02,279.6,0.3465,95.5691,95.8309,0.2618,4.4309,4.1691
7756,0.003208,902.85,218.84,0.2424,96.4714,96.6799,0.2085,3.5286,3.3201
7757,0.003085,900.91,229.45,0.2547,96.6064,96.807,0.2005,3.3936,3.193
7758,0.002931,833.95,252.1,0.3023,96.7758,96.9664,0.1905,3.2242,3.0336
7759,0.004126,1014.92,171.6,0.1691,95.4619,95.73,0.2682,4.5381,4.27
7760,0.00314,831.2,259.67,0.3124,96.5458,96.7499,0.2041,3.4542,3.2501
7761,0.003018,699.07,235.11,0.3363,96.6797,96.8759,0.1962,3.3203,3.1241
7762,0.003784,787.66,257.67,0.3271,95.8371,96.0831,0.246,4.1629,3.9169
7763,0.003353,816.07,259.48,0.318,96.3122,96.5301,0.2179,3.6878,3.4699
7764,0.002816,747.02,244.52,0.3273,96.9019,97.085,0.1831,3.0981,2.915
7765,0.003739,968.56,267.57,0.2763,95.8868,96.1299,0.2431,4.1132,3.8701
7766,0.003931,824.96,150.65,0.1826,95.6757,95.9312,0.2555,4.3243,4.0688
7767,0.002894,727.03,269.07,0.3701,96.8163,97.0044,0.1881,3.1837,2.9956
7768,0.003012,959.38,276.15,0.2878,96.6866,96.8824,0.1958,3.3134,3.1176
7769,0.004048,924.81,227.7,0.2462,95.5473,95.8104,0.2631,4.4527,4.1896
7770,0.003505,771.26,208.15,0.2699,96.1448,96.3726,0.2278,3.8552,3.6274
7771,0.003154,1007.99,231.47,0.2296,96.5302,96.7352,0.205,3.4698,3.2648
7772,0.003086,935.93,213.43,0.228,96.6049,96.8055,0.2006,3.3951,3.1945
7773,0.003432,875.93,153.44,0.1752,96.2249,96.448,0.2231,3.7751,3.552
7774,0.003906,736.57,296.6,0.4027,95.7034,95.9573,0.2539,4.2966,4.0427
7775,0.003556,817.86,258.57,0.3162,96.088,96.3192,0.2312,3.912,3.6808
7776,0.003693,917.09,207.18,0.2259,95.9373,96.1773,0.2401,4.0627,3.8227
7777,0.003993,897.64,187.98,0.2094,95.6082,95.8677,0.2595,4.3918,4.1323
7778,0.004084,982.82,281.51,0.2864,95.5073,95.7728,0.2655,4.4927,4.2272
7779,0.003639,688.17,297.81,0.4328,95.9969,96.2335,0.2365,4.0031,3.7665
7780,0.004084,775.18,257.28,0.3319,95.5075,95.7729,0.2655,4.4925,4.2271
7781,0.002873,974.81,171.84,0.1763,96.8399,97.0267,0.1867,3.1601,2.9733
7782,0.00367,939.62,164.04,0.1746,95.9627,96.2013,0.2386,4.0373,3.7987
7783,0.003589,753.15,157.49,0.2091,96.0516,96.2849,0.2333,3.9484,3.7151
7784,0.003714,982.6,150.14,0.1528,95.9143,96.1557,0.2414,4.0857,3.8443
7785,0.002952,792.81,208.73,0.2633,96.7532,96.9451,0.1919,3.2468,3.0549
7786,0.003465,947.61,229.59,0.2423,96.1882,96.4134,0.2252,3.8118,3.5866
7787,0.003767,920.88,159.0,0.1727,95.856,96.1009,0.2449,4.144,3.8991
7788,0.004029,753.69,228.59,0.3033,95.5682,95.8301,0.2619,4.4318,4.1699
7789,0.003513,897.23,259.24,0.2889,96.1353,96.3636,0.2284,3.8647,3.6364
7790,0.00285,766.8,160.22,0.2089,96.865,97.0502,0.1853,3.135,2.9498
7791,0.003195,772.46,159.58,0.2066,96.486,96.6936,0.2076,3.514,3.3064
7792,0.003368,983.83,200.99,0.2043,96.2953,96.5142,0.2189,3.7047,3.4858
7793,0.003762,963.44,178.64,0.1854,95.8619,96.1064,0.2445,4.1381,3.8936
7794,0.003688,715.03,227.26,0.3178,95.9432,96.1829,0.2397,4.0568,3.8171
7795,0.003104,785.5,197.96,0.252,96.5854,96.7872,0.2018,3.4146,3.2128
7796,0.003508,747.01,243.67,0.3262,96.1412,96.3693,0.228,3.8588,3.6307
7797,0.002817,993.54,227.45,0.2289,96.9015,97.0846,0.1831,3.0985,2.9154
7798,0.003245,775.82,166.5,0.2146,96.4306,96.6416,0.2109,3.5694,3.3584
7799,0.003977,833.27,189.34,0.2272,95.6252,95.8837,0.2585,4.3748,4.1163
7800,0.002928,995.23,155.58,0.1563,96.7795,96.9698,0.1903,3.2205,3.0302
7801,0.004044,948.71,248.56,0.262,95.5516,95.8145,0.2629,4.4484,4.1855
7802,0.003367,886.15,254.09,0.2867,96.2966,96.5154,0.2188,3.7034,3.4846
7803,0.003704,749.43,255.26,0.3406,95.9254,96.1662,0.2408,4.0746,3.8338
7804,0.00341,716.28,227.39,0.3175,96.2487,96.4703,0.2217,3.7513,3.5297
7805,0.003345,1013.52,227.6,0.2246,96.3205,96.538,0.2174,3.6795,3.462
7806,0.003391,708.96,235.69,0.3324,96.2695,96.4899,0.2204,3.7305,3.5101
7807,0.003957,811.03,203.44,0.2508,95.647,95.9043,0.2572,4.353,4.0957
7808,0.00383,857.25,249.6,0.2912,95.7868,96.0358,0.249,4.2132,3.9642
7809,0.003024,702.33,280.47,0.3993,96.6739,96.8704,0.1965,3.3261,3.1296
7810,0.003807,974.04,199.93,0.2053,95.8121,96.0596,0.2475,4.1879,3.9404
7811,0.004171,750.51,178.44,0.2378,95.4123,95.6834,0.2711,4.5877,4.3166
7812,0.003299,863.3,238.21,0.2759,96.3709,96.5854,0.2144,3.6291,3.4146
7813,0.003391,829.51,172.49,0.2079,96.2701,96.4905,0.2204,3.7299,3.5095
7814,0.003317,804.01,185.91,0.2312,96.3508,96.5664,0.2156,3.6492,3.4336
7815,0.003146,903.09,265.57,0.2941,96.5389,96.7434,0.2045,3.4611,3.2566
7816,0.003513,775.98,208.18,0.2683,96.1359,96.3642,0.2283,3.8641,3.6358
7817,0.003723,712.05,285.81,0.4014,95.9044,96.1464,0.242,4.0956,3.8536
7818,0.003781,793.95,156.5,0.1971,95.8414,96.0871,0.2457,4.1586,3.9129
7819,0.003754,863.4,190.15,0.2202,95.8708,96.1148,0.244,4.1292,3.8852
7820,0.003395,866.34,240.71,0.2779,96.265,96.4857,0.2207,3.735,3.5143
7821,0.003091,957.03,266.46,0.2784,96.5997,96.8006,0.2009,3.4003,3.1994
7822,0.002809,948.16,201.15,0.2121,96.9101,97.0926,0.1826,3.0899,2.9074
7823,0.003021,960.75,176.82,0.184,96.6773,96.8737,0.1963,3.3227,3.1263
7824,0.003856,826.2,234.03,0.2833,95.7589,96.0095,0.2506,4.2411,3.9905
7825,0.003706,766.72,160.44,0.2093,95.9231,96.164,0.2409,4.0769,3.836
7826,0.003319,931.14,159.18,0.171,96.3487,96.5645,0.2158,3.6513,3.4355
7827,0.003248,977.43,205.59,0.2103,96.4273,96.6384,0.2111,3.5727,3.3616
7828,0.00322,716.21,185.78,0.2594,96.4583,96.6676,0.2093,3.5417,3.3324
7829,0.003925,838.82,178.57,0.2129,95.6822,95.9373,0.2551,4.3178,4.0627
7830,0.004081,861.96,234.65,0.2722,95.5105,95.7758,0.2653,4.4895,4.2242
7831,0.003461,981.24,276.36,0.2816,96.1933,96.4182,0.2249,3.8067,3.5818
7832,0.003694,940.28,183.56,0.1952,95.9361,96.1762,0.2401,4.0639,3.8238
7833,0.004011,967.17,292.52,0.3024,95.5879,95.8486,0.2607,4.4121,4.1514
7834,0.003911,839.51,287.98,0.343,95.6982,95.9524,0.2542,4.3018,4.0476
7835,0.00413,719.42,281.82,0.3917,95.4568,95.7253,0.2685,4.5432,4.2747
7836,0.003502,727.67,169.24,0.2326,96.1481,96.3757,0.2276,3.8519,3.6243
7837,0.003825,901.84,288.23,0.3196,95.792,96.0406,0.2487,4.208,3.9594
7838,0.003078,945.28,159.22,0.1684,96.6144,96.8145,0.2001,3.3856,3.1855
7839,0.00342,708.2,160.98,0.2273,96.2384,96.4607,0.2223,3.7616,3.5393
7840,0.003958,923.55,191.8,0.2077,95.646,95.9033,0.2573,4.354,4.0967
7841,0.003071,909.55,223.33,0.2455,96.6221,96.8217,0.1996,3.3779,3.1783
7842,0.004044,1007.87,202.32,0.2007,95.5518,95.8146,0.2628,4.4482,4.1854
7843,0.003722,968.58,253.76,0.262,95.9057,96.1476,0.2419,4.0943,3.8524
7844,0.003426,839.68,263.61,0.3139,96.2316,96.4542,0.2227,3.7684,3.5458
7845,0.003968,946.46,285.49,0.3016,95.6353,95.8932,0.2579,4.3647,4.1068
7846,0.004109,910.47,237.38,0.2607,95.4806,95.7477,0.2671,4.5194,4.2523
7847,0.003465,807.91,256.47,0.3174,96.1889,96.4141,0.2252,3.8111,3.5859
7848,0.003408,942.44,210.4,0.2232,96.2509,96.4724,0.2215,3.7491,3.5276
7849,0.003437,780.64,241.09,0.3088,96.2189,96.4423,0.2234,3.7811,3.5577
7850,0.003813,808.39,278.2,0.3441,95.8059,96.0538,0.2478,4.1941,3.9462
7851,0.003073,944.85,152.41,0.1613,96.6201,96.8198,0.1997,3.3799,3.1802
7852,0.003661,804.66,174.22,0.2165,95.9729,96.2109,0.238,4.0271,3.7891
7853,0.003954,775.73,170.76,0.2201,95.6509,95.9079,0.257,4.3491,4.0921
7854,0.003744,911.93,204.68,0.2244,95.8813,96.1247,0.2434,4.1187,3.8753
7855,0.003892,892.21,293.58,0.329,95.7183,95.9713,0.253,4.2817,4.0287
7856,0.003055,964.85,236.92,0.2455,96.6393,96.8378,0.1986,3.3607,3.1622
7857,0.003864,762.92,243.57,0.3193,95.7492,96.0004,0.2512,4.2508,3.9996
7858,0.002819,687.23,253.99,0.3696,96.8995,97.0827,0.1832,3.1005,2.9173
7859,0.00347,762.7,157.51,0.2065,96.1835,96.409,0.2255,3.8165,3.591
7860,0.00296,847.57,246.08,0.2903,96.7444,96.9368,0.1924,3.2556,3.0632
7861,0.00296,988.68,199.31,0.2016,96.744,96.9364,0.1924,3.256,3.0636
7862,0.003843,712.7,160.39,0.225,95.7724,96.0222,0.2498,4.2276,3.9778
7863,0.003792,989.24,212.86,0.2152,95.8284,96.0749,0.2465,4.1716,3.9251
7864,0.002843,691.12,210.2,0.3041,96.8727,97.0575,0.1848,3.1273,2.9425
7865,0.003585,924.04,250.41,0.271,96.0568,96.2898,0.233,3.9432,3.7102
7866,0.003983,989.31,239.68,0.2423,95.6192,95.878,0.2589,4.3808,4.122
7867,0.004009,992.29,180.5,0.1819,95.5902,95.8508,0.2606,4.4098,4.1492
7868,0.003246,852.58,257.06,0.3015,96.4293,96.6403,0.211,3.5707,3.3597
7869,0.003301,984.11,240.02,0.2439,96.3684,96.583,0.2146,3.6316,3.417
7870,0.002951,873.95,220.8,0.2526,96.754,96.9458,0.1918,3.246,3.0542
7871,0.002928,765.73,186.37,0.2434,96.7794,96.9697,0.1903,3.2206,3.0303
7872,0.004055,851.82,211.98,0.2488,95.5398,95.8033,0.2636,4.4602,4.1967
7873,0.003687,970.04,251.82,0.2596,95.9443,96.184,0.2397,4.0557,3.816
7874,0.003136,732.96,281.49,0.384,96.5503,96.7541,0.2038,3.4497,3.2459
7875,0.002928,1018.27,224.23,0.2202,96.7789,96.9692,0.1903,3.2211,3.0308
7876,0.002994,903.52,213.49,0.2363,96.7064,96.901,0.1946,3.2936,3.099
7877,0.003005,856.27,196.56,0.2295,96.6948,96.8901,0.1953,3.3052,3.1099
7878,0.003554,769.72,283.35,0.3681,96.0904,96.3214,0.231,3.9096,3.6786
7879,0.004062,1016.09,224.71,0.2212,95.5315,95.7955,0.264,4.4685,4.2045
7880,0.00298,680.89,271.63,0.3989,96.7221,96.9158,0.1937,3.2779,3.0842
7881,0.003765,929.78,248.67,0.2675,95.8586,96.1033,0.2447,4.1414,3.8967
7882,0.002829,812.98,157.44,0.1937,96.888,97.0719,0.1839,3.112,2.9281
7883,0.003226,933.74,268.49,0.2875,96.4515,96.6612,0.2097,3.5485,3.3388
7884,0.003247,880.34,233.92,0.2657,96.4278,96.6389,0.2111,3.5722,3.3611
7885,0.003273,750.88,171.49,0.2284,96.3996,96.6124,0.2128,3.6004,3.3876
7886,0.004028,816.22,247.76,0.3035,95.5688,95.8306,0.2618,4.4312,4.1694
7887,0.003821,978.9,254.41,0.2599,95.7964,96.0448,0.2484,4.2036,3.9552
7888,0.003077,759.72,284.79,0.3749,96.6149,96.8149,0.2,3.3851,3.1851
7889,0.003983,989.26,207.21,0.2095,95.6187,95.8776,0.2589,4.3813,4.1224
7890,0.003798,963.09,180.12,0.187,95.8223,96.0692,0.2469,4.1777,3.9308
7891,0.002818,988.41,158.53,0.1604,96.9002,97.0834,0.1832,3.0998,2.9166
7892,0.002853,697.82,273.11,0.3914,96.8619,97.0473,0.1854,3.1381,2.9527
7893,0.003624,702.43,216.51,0.3082,96.0135,96.2491,0.2356,3.9865,3.7509
7894,0.00296,681.21,291.08,0.4273,96.7445,96.9369,0.1924,3.2555,3.0631
7895,0.003995,860.78,156.73,0.1821,95.6054,95.8651,0.2597,4.3946,4.1349
7896,0.003537,1014.02,184.6,0.182,96.1088,96.3388,0.2299,3.8912,3.6612
7897,0.003779,774.75,200.27,0.2585,95.8435,96.0891,0.2456,4.1565,3.9109
7898,0.004033,884.05,176.96,0.2002,95.5636,95.8257,0.2622,4.4364,4.1743
7899,0.003756,891.36,184.52,0.207,95.8683,96.1124,0.2441,4.1317,3.8876
7900,0.004093,920.13,245.0,0.2663,95.4979,95.7639,0.266,4.5021,4.2361
7901,0.003384,710.1,265.55,0.374,96.2776,96.4975,0.22,3.7224,3.5025
7902,0.003351,861.49,246.4,0.286,96.3134,96.5312,0.2178,3.6866,3.4688
7903,0.003517,955.66,171.05,0.179,96.1318,96.3603,0.2286,3.8682,3.6397
7904,0.002992,895.96,227.99,0.2545,96.7089,96.9033,0.1945,3.2911,3.0967
7905,0.003288,1014.61,264.15,0.2604,96.3829,96.5966,0.2137,3.6171,3.4034
7906,0.003224,836.01,254.61,0.3046,96.4532,96.6628,0.2096,3.5468,3.3372
7907,0.003159,835.72,150.56,0.1802,96.5251,96.7304,0.2053,3.4749,3.2696
7908,0.003286,924.05,161.05,0.1743,96.3849,96.5985,0.2136,3.6151,3.4015
7909,0.003959,1019.27,155.45,0.1525,95.6446,95.9019,0.2574,4.3554,4.0981
7910,0.003288,866.48,181.81,0.2098,96.3828,96.5965,0.2137,3.6172,3.4035
7911,0.003892,763.13,279.3,0.366,95.7192,95.9721,0.253,4.2808,4.0279
7912,0.003406,996.16,240.7,0.2416,96.2537,96.4751,0.2214,3.7463,3.5249
7913,0.003666,778.67,170.93,0.2195,95.9671,96.2055,0.2383,4.0329,3.7945
7914,0.003581,1015.73,262.05,0.258,96.0611,96.2939,0.2328,3.9389,3.7061
7915,0.002996,823.54,184.92,0.2245,96.7045,96.8992,0.1947,3.2955,3.1008
7916,0.004198,929.37,203.4,0.2189,95.382,95.6549,0.2729,4.618,4.3451
7917,0.00284,927.68,210.83,0.2273,96.8757,97.0603,0.1846,3.1243,2.9397
7918,0.00348,842.84,280.02,0.3322,96.1718,96.398,0.2262,3.8282,3.602
7919,0.003513,842.76,280.46,0.3328,96.136,96.3643,0.2283,3.864,3.6357
7920,0.002975,860.46,271.57,0.3156,96.7271,96.9205,0.1934,3.2729,3.0795
7921,0.003103,995.12,214.87,0.2159,96.5862,96.7879,0.2017,3.4138,3.2121
